N1;N314;N279;N312;D1806;D1801;N345;D1811;D1812;D1802;D1803;N18;N133;N346_old;D3_1;N350;D3;N134;N347;N138;N139;N559;N560;N561;N562;N1_1;D1804;N557;D40;D41;N314_2;N346;N459;N10;D3101;D3217;N1002;D1752;N279_1;N1128;N1030;N14;N1_2;D40_2;D41_2;N1158;D428;N279_2;D3_2;D09;N1626;N269_1;N269_2;D85;D306;N279_3;IsMerge;IsDouble;FID_Entity;N2043;N2047;RC;RN;D428_1;N2218;FID_Filial_no_head;N2260;SYNC;D85_SYNC;D85_TCUN;D428_1P
873;404;8601;1;False;;;True;True;;;ТОО "СТАРТ-2";False;;;False;860101050;8601006611;; ; ;False;False;False;False;0;;False;14.03.1993 0:00:00;04.06.2012 0:00:00;404;;;;;False;1128601002287;04.06.2012 0:00:00;8601;04.06.2012 0:00:00;;86025;7849;14.03.1993 0:00:00;04.06.2012 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:05:00;;0;0;;;;;;;;;0;;;;
874;816;8601;1;False;;;True;True;;;ЧП "ИСТОМИН И К";False;;;False;         ;8601006629;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;816;;;;;False;;;8601;;;;;15.06.1991 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
875;297;8601;1;False;;;True;True;;;ТОО ОПЕРАТИВНО-АВИАЦИОННЫЙ ОТРЯД "АПОГЕЙ";False;;;False;860101050;8601006636;; ; ;False;False;False;False;0;;False;19.03.1993 0:00:00;04.06.2012 0:00:00;297;;;;;False;1128601002276;04.06.2012 0:00:00;8601;04.06.2012 0:00:00;;86025;7849;19.03.1993 0:00:00;04.06.2012 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:05:00;;0;0;;;;;;;;;0;;;;
876;489;8601;1;False;;;True;True;;;ТОО "Х-МАНСИЙСКТРАНССТРОЙ";False;;;False;860101050;8601006643;; ; ;False;False;False;False;0;;False;12.04.1993 0:00:00;15.03.2007 0:00:00;489;;;;;False;1078601000862;;8601;15.03.2007 0:00:00;;86025;7849;12.04.1993 0:00:00;15.03.2007 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
877;817;8601;1;False;;;True;True;;;ИЧП "БАШМАКОВ И К";False;;;False;         ;8601006650;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;817;;;;;False;;;8601;;;;;19.05.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
878;516;8601;1;False;;;True;True;;;ПРЕДСТАВИТЕЛЬСТВО НАК "АКИ-ОТЫР";False;;;False;         ;8601006668;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;516;;;;;False;;;8601;;;;;15.05.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
879;818;8601;1;False;;;True;True;;;ТОО "ПЛАЙ";False;;;False;         ;8601006675;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;818;;;;;False;;;8601;;;;;28.05.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
880;819;8601;1;False;;;True;True;;;ЧП "СПАСЕННИКОВ И К";False;;;False;         ;8601006682;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;819;;;;;False;;;8601;;;;;14.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
881;527;8601;1;False;;;True;True;;;ТОО "УКРОС";False;;;False;860101050;8601006690;; ; ;False;False;False;False;0;;False;26.06.1992 0:00:00;21.12.2011 0:00:00;527;;;;;False;1118601003641;21.12.2011 0:00:00;8601;21.12.2011 0:00:00;;86025;7849;26.06.1992 0:00:00;21.12.2011 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;14.10.2015 11:25:00;;0;0;;;;;;;;;0;;;;
882;820;8601;1;False;;;False;True;;;ФИЛИАЛ ПРЕДПРИЯТИЯ "ЛОТОС";False;;;False; ;8601006700;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;820;;;;;False;;;;;;;;30.06.1992 0:00:00;;True;0;8601;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
883;821;8601;1;False;;;True;True;;;ИЧП "ЕРМАКОВ И К";False;;;False; ;8601006717;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;821;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
884;458;8601;1;False;;;True;True;;;АКЦИОНЕРНОЕ ОБЩЕСТВО ЗАКРЫТОГО ТИПА "РУСБЕЛ";False;;;False;860101050;8601006724;; ; ;False;False;False;False;0;;False;28.03.1993 0:00:00;21.12.2011 0:00:00;458;;;;;False;1118601003630;21.12.2011 0:00:00;8601;21.12.2011 0:00:00;;86025;7849;28.03.1993 0:00:00;21.12.2011 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;14.10.2015 11:25:00;;0;0;;;;;;;;;0;;;;
885;822;8601;1;False;;;False;True;;;ФИЛИАЛ "ИНТЕХ";False;;;False; ;8601006731;; ; ;True;False;False;False;0;;False;25.08.1992 0:00:00;;822;;;;;False;;;;;;;;25.08.1992 0:00:00;;True;0;8601;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
886;17559570;8601;1;False;;;True;True;;;ИНДИВИДУАЛЬНОЕ ЧАСТНОЕ ПРЕДПРИЯТИЕ "ЖАБАГИН И К";False;;860101001;False;860101001;8601006749;; ; ;False;False;False;False;0;;False;27.09.1992 0:00:00;23.06.2017 0:00:00;17559570;;;;;False;1178617011462;;8601;23.06.2017 0:00:00;;86038;103436;27.09.1992 0:00:00;23.06.2017 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;17.10.2017 5:37:00;;0;0;10276523;;;;;;;;1;1;17.10.2017 5:37:00;;
887;823;8601;1;False;;;False;True;;;ФИЛИАЛ ООО "СПОРТПРОЕКТ";False;;;False; ;8601006756;; ; ;True;False;False;False;0;;False;28.09.1992 0:00:00;;823;;;;;False;;;;;;;;28.09.1992 0:00:00;;True;0;8601;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
888;538;8601;1;False;;;True;True;;;СП "ГЕОРОСПОЛ";False;;;False;860101050;8601006763;; ; ;False;False;False;False;0;;False;29.09.1992 0:00:00;14.05.2008 0:00:00;538;;;;;False;1088601001257;;8601;14.05.2008 0:00:00;;;0;29.09.1992 0:00:00;14.05.2008 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
889;400;8601;1;False;;;True;True;;;ЧП "КУКЛИН А.К.";False;;;False;860101010;8601006770;;1171131; ;True;False;False;False;0;;False;28.02.1992 0:00:00;07.06.2017 14:18:00;400;;;;;False;;;8601;;;;;28.02.1992 0:00:00;07.06.2017 14:18:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;1;;;;
890;510;8601;1;False;;;True;True;;;ЧП "ПОПОВ О И К";False;;;False;         ;8601006788;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;510;;;;;False;;;8601;;;;;16.03.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
891;824;8601;1;False;;;True;True;;;АООТ "ЛУКОЙЛ-НЕФТЕДОБЫЧА";False;;;False;860101050;8601006795;;; ;False;False;False;False;0;;False;13.04.1993 0:00:00;06.08.2007 0:00:00;824;;;;;False;1078601002402;;8601;06.08.2007 0:00:00;;86025;7849;13.04.1993 0:00:00;06.08.2007 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
892;825;8601;1;False;;;True;True;;;ТОО "ЛУЧ-2";False;;;False;         ;8601006805;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;825;;;;;False;;;8601;;;;;27.03.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
893;397;8601;1;False;;;True;True;;;ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ИВАН";False;;;False;860101050;8601006812;; ; ;False;False;False;False;0;;False;14.01.1993 0:00:00;07.10.2011 0:00:00;397;;;;;False;1118601002211;07.10.2011 0:00:00;8601;07.10.2011 0:00:00;;86025;7849;14.01.1993 0:00:00;07.10.2011 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;14.10.2015 11:25:00;;0;0;;;;;;;;;0;;;;
894;826;8601;1;False;;;True;True;;;ТОО "ТАМГА";False;;;False;         ;8601006820;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;826;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
895;314;8601;1;False;;;True;True;;;МАЛОЕ ПРЕДПРИЯТИЕ "АГРОСТРОЕВЕЦ ";False;;;False;860101050;8601006837;; ; ;False;False;False;False;0;;False;15.04.1992 0:00:00;21.10.2011 0:00:00;314;;;;;False;1118601002838;21.10.2011 0:00:00;8601;21.10.2011 0:00:00;;86025;7849;15.04.1992 0:00:00;21.10.2011 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;16.10.2015 10:06:00;;0;0;;;;;;;;;0;;;;
896;525;8601;1;False;;;True;True;;;ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КАСКАД";False;;;False;860101050;8601006844;; ; ;False;False;False;False;0;;False;15.04.1992 0:00:00;21.10.2011 0:00:00;525;;;;;False;1118601002706;21.10.2011 0:00:00;8601;21.10.2011 0:00:00;;86025;7849;15.04.1992 0:00:00;21.10.2011 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;14.10.2015 11:26:00;;0;0;;;;;;;;;0;;;;
897;521;8601;1;False;;;True;True;;;ЧП "ЮРЬЕВ И К";False;;;False;860101050;8601006851;; ; ;False;False;False;False;0;;False;28.04.1992 0:00:00;04.05.2012 0:00:00;521;;;;;False;1128601001836;04.05.2012 0:00:00;8601;04.05.2012 0:00:00;;86025;7849;28.04.1992 0:00:00;04.05.2012 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:05:00;;0;0;;;;;;;;;0;;;;
898;529;8601;1;False;;;True;True;;;ЧП "КРАСЕЛЮК И К";False;;;False;860101050;8601006869;; ; ;False;False;False;False;0;;False;13.06.1992 0:00:00;07.10.2011 0:00:00;529;;;;;False;1118601002365;07.10.2011 0:00:00;8601;07.10.2011 0:00:00;;86025;7849;13.06.1992 0:00:00;07.10.2011 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;14.10.2015 11:26:00;;0;0;;;;;;;;;0;;;;
899;509;8601;1;False;;;True;True;;;ТОО "ПЛУТОН";False;;;False;         ;8601006876;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;509;;;;;False;;;8601;;;;;16.02.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
900;6147457;8601;1;False;;86;True;True;;;ДЕПАРТАМЕНТ ОБЩЕСТВЕННЫХ И ВНЕШНИХ СВЯЗЕЙ ЮГРЫ;False;;860101001;False;860101001;8601006883;05.02.2014 0:00:00;31799;271  32255;True;False;False;False;0;;False;13.08.2002 0:00:00;;6147457;002387512;;;;False;1028600507891;;8601;13.08.2002 0:00:00;;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;26.12.2017 18:42:00;;0;0;3923091;1;;;;1177;;;1;1;20.11.2016 0:01:00;10.12.2014 0:00:00;1177
901;827;8601;1;False;;;True;True;;;ТОО "МОДУС";False;;;False;         ;8601006890;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;827;;;;;False;;;8601;;;;;19.02.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
902;828;8601;1;False;;;True;True;;;СЕМЕЙНОЕ ЧАСТНОЕ ПРЕДПРИЯТИЕ "МАНАКОВА";False;;;False;         ;8601006900;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;828;;;;;False;;;8601;;;;;14.02.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
903;567;8601;1;False;;;True;True;;;ИНДИВИДУАЛЬНОЕ ЧАСТНОЕ ПРЕДПРИЯТИЕ "ЖИВИЛОВ И СЫН ";False;;;False;860101010;8601006918;;271  42184;;False;False;False;False;0;;False;07.12.1994 0:00:00;07.10.2011 0:00:00;567;;;;;False;1118601002255;07.10.2011 0:00:00;8601;07.10.2011 0:00:00;;86025;7849;07.12.1994 0:00:00;07.10.2011 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;14.10.2015 11:26:00;;0;0;;;;;;;;;0;;;;
904;829;8601;1;False;;;True;True;;;ЧП "КУКЛИН И К";False;;;False;860101050;8601006925;; ; ;False;False;False;False;0;;False;29.02.1992 0:00:00;07.11.2006 0:00:00;829;;;;;False;1068601012600;;8601;07.11.2006 0:00:00;;86025;7849;29.02.1992 0:00:00;07.11.2006 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
905;830;8601;1;False;;;True;True;;;ТОО "ОБЬ";False;;;False;         ;8601006932;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;830;;;;;False;;;8601;;;;;27.02.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
906;831;8601;1;False;;;True;True;;;ИЧП "ВЕГА";False;;;False;860101010;8601006940;;271  40800;;False;False;False;False;0;;False;26.05.1994 0:00:00;04.05.2012 0:00:00;831;;;;;False;1128601001803;04.05.2012 0:00:00;8601;04.05.2012 0:00:00;;86025;7849;26.05.1994 0:00:00;04.05.2012 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:05:00;;0;0;;;;;;;;;0;;;;
907;832;8601;1;False;;;True;True;;;ЧП "ПГГ";False;;;False;         ;8601006957;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;832;;;;;False;;;8601;;;;;01.03.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
908;833;8601;1;False;;;True;True;;;ТОО "КОМКОН";False;;;False;860101001;8601006964;; ; ;False;False;False;False;0;;False;05.03.1992 0:00:00;22.10.2001 0:00:00;833;;;;;False;;;8601;;;;;05.03.1992 0:00:00;22.10.2001 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
909;217;8601;1;False;;;True;True;;;ЧП "ПОПОВА И К";False;;;False;860101050;8601006971;; ; ;False;False;False;False;0;;False;25.12.1991 0:00:00;30.12.2011 0:00:00;217;;;;;False;1118601004147;30.12.2011 0:00:00;8601;30.12.2011 0:00:00;;86025;7849;25.12.1991 0:00:00;30.12.2011 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;14.10.2015 11:26:00;;0;0;;;;;;;;;0;;;;
910;333;8601;1;False;;;True;True;;;ЧП "АИС";False;;;False;860101010;8601006989;;271  32741;;False;False;False;False;0;;False;25.12.1991 0:00:00;07.10.2011 0:00:00;333;;;;;False;1118601002200;07.10.2011 0:00:00;8601;07.10.2011 0:00:00;;86025;7849;25.12.1991 0:00:00;07.10.2011 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;14.10.2015 11:26:00;;0;0;;;;;;;;;0;;;;
911;507;8601;1;False;;;True;True;;;ЧП "АСН";False;;;False;860101090;8601006996;; ; ;False;False;False;False;0;;False;13.01.1992 0:00:00;13.11.2011 0:00:00;507;;;;;False;1118601003245;13.11.2011 0:00:00;8601;13.11.2011 0:00:00;;86025;7849;13.01.1992 0:00:00;13.11.2011 0:00:00;True;0;8601;860101090;0;;0;382;11.07.2007 19:06:00;14.10.2015 11:26:00;;0;0;;;;;;;;;0;;;;
912;834;8601;1;False;;;True;True;;;ТОО "ДВИН";False;;;False;860101001;8601007005;; ; ;False;False;False;False;0;;False;09.01.1992 0:00:00;22.10.2001 0:00:00;834;;;;;False;;;8601;;;;;09.01.1992 0:00:00;22.10.2001 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
913;468;8601;1;False;;;True;True;;;ЧАСТНОЕ ПРЕДПРИЯТИЕ "СУМКИНА И К ";False;;;False;860101010;8601007012;;271  33833;;False;False;False;False;0;;False;31.12.1991 0:00:00;21.12.2011 0:00:00;468;;;;;False;1118601003619;21.12.2011 0:00:00;8601;21.12.2011 0:00:00;;86025;7849;31.12.1991 0:00:00;21.12.2011 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;14.10.2015 11:27:00;;0;0;;;;;;;;;0;;;;
914;835;8601;1;False;;;True;True;;;ТОО "ЮНОНА";False;;;False;         ;8601007020;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;835;;;;;False;;;8601;;;;;18.01.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
915;508;8601;1;False;;;True;True;;;АОЗТ "ИНТЕЛЛЕКТСЕРВИС";False;;;False;860101050;8601007037;; ; ;False;False;False;False;0;;False;27.12.1991 0:00:00;14.03.2007 0:00:00;508;;;;;False;1078601000774;;8601;14.03.2007 0:00:00;;86025;7849;27.12.1991 0:00:00;14.03.2007 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
916;506;8601;1;False;;;True;True;;;ФИРМА "ХМЕЛЬ";False;;;False;860101050;8601007044;; ; ;False;False;False;False;0;;False;12.01.1992 0:00:00;22.05.2007 0:00:00;506;;;;;False;1078601001632;;8601;;;86025;7849;12.01.1992 0:00:00;22.05.2007 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
917;836;8601;1;False;;;True;True;;;ТОО "ЭЛЕГАНТ";False;;;False;         ;8601007051;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;836;;;;;False;;;8601;;;;;15.01.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
918;381;8601;1;False;;;True;True;;;ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СИГМА";False;;860101001;False;860101001;8601007069;; ; ;False;False;False;False;0;;False;14.02.1992 0:00:00;07.06.2017 14:18:00;381;;;;;False;1178617011473;;8601;23.06.2017 0:00:00;;86038;103436;14.02.1992 0:00:00;07.06.2017 14:18:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;17.10.2017 10:00:00;;0;0;10276526;;;;;;;;1;1;17.10.2017 10:00:00;;
919;563;8601;1;False;;;True;True;;;ИЧП "ЧАБОДА И СЫН";False;;;False;860101050;8601007076;; ; ;False;False;False;False;0;;False;06.01.1992 0:00:00;04.05.2012 0:00:00;563;;;;;False;1128601001814;04.05.2012 0:00:00;8601;04.05.2012 0:00:00;;86025;7849;06.01.1992 0:00:00;04.05.2012 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:05:00;;0;0;;;;;;;;;0;;;;
920;837;8601;1;False;;;True;True;;;СП "ГЕОСОВПОЛ";False;;;False;860101050;8601007083;;; ;False;False;False;False;0;;False;30.11.1991 0:00:00;07.08.2007 0:00:00;837;;;;;False;1078601002644;;8601;07.08.2007 0:00:00;;86025;7849;30.11.1991 0:00:00;07.08.2007 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
921;838;8601;1;False;;;True;True;;;ТОО "ЛЭХАС";False;;;False;         ;8601007090;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;838;;;;;False;;;8601;;;;;15.12.1991 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
922;839;8601;1;False;;;False;True;;;АООТ "ЮГРА-БУРАН-СЕРВИС";False;;;False;860101001;8601007100;; ; ;False;False;False;False;0;;False;;29.12.2001 0:00:00;839;;;;;False;;;8601;;;;;;29.12.2001 0:00:00;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
923;840;8601;1;False;;;True;True;;;ИЧП "ПИАН И К";False;;;False;860101001;8601007118;;271  42109; ;False;False;False;False;0;;False;29.12.1991 0:00:00;22.10.2001 0:00:00;840;;;;;False;;;8601;;;;;29.12.1991 0:00:00;22.10.2001 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
924;467;8601;1;False;;;True;True;;;ЧАСТНОЕ МАЛОЕ ПРЕДПРИЯТИЕ "КОЛАР";False;;;False;860101050;8601007125;; ; ;False;False;False;False;0;;False;14.12.1991 0:00:00;20.10.2011 0:00:00;467;;;;;False;1118601002640;20.10.2011 0:00:00;8601;20.10.2011 0:00:00;;86025;7849;14.12.1991 0:00:00;20.10.2011 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;14.10.2015 11:27:00;;0;0;;;;;;;;;0;;;;
925;431;8601;1;False;;;True;True;;;ТОО "ГРИХАС";False;;;False;860101050;8601007132;; ; ;False;False;False;False;0;;False;25.12.1991 0:00:00;21.10.2011 0:00:00;431;;;;;False;1118601002739;21.10.2011 0:00:00;8601;21.10.2011 0:00:00;;86025;7849;25.12.1991 0:00:00;21.10.2011 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;14.10.2015 11:27:00;;0;0;;;;;;;;;0;;;;
926;841;8601;1;False;;;True;True;;;ТОО "ДИАНА";False;;;False; ;8601007140;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;841;;;;;False;;;8601;;;;;12.01.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
927;432;8601;1;False;;;True;True;;;ПРЕДПРИЯТИЕ "ДОСУГ-СЕРВИС";False;;;False;860101050;8601007157;; ; ;False;False;False;False;0;;False;24.01.1992 0:00:00;13.11.2011 0:00:00;432;;;;;False;1118601003124;13.11.2011 0:00:00;8601;13.11.2011 0:00:00;;86025;7849;24.01.1992 0:00:00;13.11.2011 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;14.10.2015 11:27:00;;0;0;;;;;;;;;0;;;;
928;842;8601;1;False;;;True;True;;;ТОО "САЛАМАНДРА";False;;;False; ;8601007164;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;842;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
929;843;8601;1;False;;;True;True;;;ЧП "УСАРОВ И К АК+5";False;;;False;860101001;8601007171;; ; ;False;False;False;False;0;;False;23.11.1992 0:00:00;29.12.2001 0:00:00;843;;;;;False;;;8601;;;;;23.11.1992 0:00:00;29.12.2001 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
930;465;8601;1;False;;;True;True;;;МП "СПУТНИК НИКОНОВА";False;;;False;860101010;8601007189;;271  31450;;False;False;False;False;0;;False;30.09.1991 0:00:00;18.01.2012 0:00:00;465;;;;;False;1128601000395;18.01.2012 0:00:00;8601;18.01.2012 0:00:00;;86025;7849;30.09.1991 0:00:00;18.01.2012 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:06:00;;0;0;;;;;;;;;0;;;;
931;464;8601;1;False;;;True;True;;;ТОО "МИФ";False;;;False;860101050;8601007196;; ; ;False;False;False;False;0;;False;13.11.1991 0:00:00;15.03.2007 0:00:00;464;;;;;False;1078601000895;;8601;15.03.2007 0:00:00;;86025;7849;13.11.1991 0:00:00;15.03.2007 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
932;844;8601;1;False;;;True;True;;;ТУРИСТИЧЕСКОЕ ПРЕДПРИЯТИЕ "ЮГРА-ИНТЕРТУР";False;;;False;860101050;8601007206;;; ;False;False;False;False;0;;False;31.10.1991 0:00:00;07.08.2007 0:00:00;844;;;;;False;1078601002655;;8601;07.08.2007 0:00:00;;86025;7849;31.10.1991 0:00:00;07.08.2007 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
933;845;8601;1;False;;;True;True;;;ЧП "АТАМАНЧУК И К";False;;;False;         ;8601007213;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;845;;;;;False;;;8601;;;;;14.08.1991 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
934;846;8601;1;False;;;False;True;;;ФИЛИАЛ "ТЮМЕНЬ-МАРКЕТИНГ-СЕРВИС";False;;;False;         ;8601007220;; ; ;True;False;False;False;0;;False;02.11.1991 0:00:00;;846;;;;;False;;;;;;;;02.11.1991 0:00:00;;True;0;8601;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
935;847;8601;1;False;;;True;True;;;ХОЗРАСЧЕТНАЯ ФИРМА "ТЕРМИНАЛ ЛТД";False;;;False;860101050;8601007238;;; ;False;False;False;False;0;;False;18.11.1991 0:00:00;06.08.2007 0:00:00;847;;;;;False;1078601002380;;8601;06.08.2007 0:00:00;;86025;7849;18.11.1991 0:00:00;06.08.2007 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
